10000 7 0.07245 2.62703
10000 8 0.08435 2.43468
10000 9 0.0897 2.36096
10000 10 0.09205 2.33063
10000 11 0.09315 2.31683
10000 12 0.08415 2.43757
10000 13 0.0808 2.48759
10000 14 0.0722 2.63158
10000 15 0.0691 2.68996
10000 16 0.05915 2.90742
10000 17 0.0543 3.03449
10000 18 0.05115 3.12653
10000 19 0.04405 3.36909
10000 20 0.04195 3.45238
10000 21 0.03655 3.69863
10000 22 0.0296 4.10997
10000 23 0.03025 4.06558
10000 24 0.0225 4.71405
10000 25 0.0162 5.55556
10000 26 0.0125 6.32456
10000 27 0.00715 8.36242
10000 28 0.0056 9.44911
10000 29 0.0029 13.1306
10000 30 0.002 15.8114
10000 31 0.0007 26.7261
10000 32 0.00015 57.735
10000 33 0 0
10000 34 0 0
